Wall time,Step,Value
1775657886.8175852,7004816,0.09000000357627869
1775657972.3294194,7009632,0.07999999821186066
1775658040.4378288,7014448,0.05999999865889549
1775658106.2451649,7019264,0.05999999865889549
1775658159.929431,7024080,0.05999999865889549
1775658183.9832587,7026544,0.07000000029802322
1775658209.4028153,7028896,0.07000000029802322
1775658233.3532014,7031360,0.05999999865889549
1775658256.2452812,7033712,0.05000000074505806
1775658281.8078184,7036176,0.05000000074505806
1775658305.5901303,7038528,0.03999999910593033
1775658315.134166,7039536,0.05000000074505806
1775658355.1046336,7043344,0.03999999910593033
1775658368.5574596,7044352,0.03999999910593033
1775658413.4437525,7048160,0.03999999910593033
1775658422.7683654,7049168,0.03999999910593033
1775658460.8686042,7052976,0.03999999910593033
1775658470.1538877,7053984,0.03999999910593033
1775658507.5947332,7057792,0.03999999910593033
1775658511.967,7058248,0.05000000074505806
1775658539.985572,7061168,0.07000000029802322
1775658553.0539734,7062608,0.07000000029802322
1775658584.351268,7065984,0.07999999821186066
1775658597.5619946,7067424,0.07999999821186066
1775658628.3627436,7070800,0.07999999821186066
1775658641.574903,7072240,0.07999999821186066
1775658672.6008885,7075616,0.07999999821186066
1775658685.8157372,7077056,0.07999999821186066
1775658716.6544375,7080432,0.05999999865889549
1775658729.9371865,7081872,0.05999999865889549
1775658760.858886,7085248,0.05000000074505806
1775658773.9336188,7086688,0.05000000074505806
1775658804.6893554,7090064,0.05000000074505806
1775658817.889298,7091504,0.05000000074505806
1775658848.7820375,7094880,0.05000000074505806
1775658862.5720947,7096320,0.05000000074505806
1775658896.0399368,7099696,0.03999999910593033
1775658910.8463287,7101136,0.03999999910593033
1775658935.3947809,7103600,0.05000000074505806
1775658958.785389,7105952,0.05000000074505806
1775658989.0147357,7108416,0.05000000074505806
1775659013.3294342,7110768,0.05000000074505806
1775659037.3930492,7113232,0.05000000074505806
1775659060.9404979,7115584,0.05000000074505806
1775659068.3901026,7116208,0.05000000074505806
1775659114.4050658,7120400,0.029999999329447746
1775659121.9793148,7121024,0.029999999329447746
1775659167.588595,7125216,0.019999999552965164
1775659173.4562778,7125840,0.019999999552965164
1775659214.845599,7130032,0.019999999552965164
1775659220.8769076,7130656,0.019999999552965164
1775659260.569384,7134848,0.019999999552965164
1775659266.322398,7135472,0.019999999552965164
1775659305.9185095,7139664,0.019999999552965164
1775659311.7628608,7140288,0.019999999552965164
1775659350.9779494,7144480,0.019999999552965164
1775659356.6209939,7145104,0.019999999552965164
1775659395.8562632,7149296,0.029999999329447746
1775659402.2723393,7149920,0.029999999329447746
1775659446.0567977,7154112,0.029999999329447746
1775659452.4541438,7154736,0.029999999329447746
1775659496.2490065,7158928,0.03999999910593033
1775659500.7634664,7159384,0.03999999910593033
1775659542.9633396,7163744,0.029999999329447746
1775659547.3753247,7164200,0.029999999329447746
1775659589.9393134,7168560,0.029999999329447746
1775659594.7340167,7169016,0.029999999329447746
1775659639.7252011,7173376,0.029999999329447746
1775659644.1807957,7173832,0.029999999329447746
1775659688.9549131,7178192,0.019999999552965164
1775659694.2091115,7178648,0.019999999552965164
1775659722.0876422,7181344,0.029999999329447746
1775659744.74,7183464,0.029999999329447746
1775659773.4663682,7186160,0.029999999329447746
1775659794.9109864,7188280,0.029999999329447746
1775659822.100503,7190976,0.029999999329447746
1775659841.119579,7192872,0.03999999910593033
1775659871.0939832,7195792,0.03999999910593033
1775659890.2256553,7197688,0.03999999910593033
1775659920.3837438,7200608,0.03999999910593033
1775659939.5698857,7202504,0.03999999910593033
1775659969.3131504,7205424,0.03999999910593033
1775659988.9643018,7207320,0.029999999329447746
1775660018.508266,7210240,0.029999999329447746
1775660037.5037248,7212136,0.029999999329447746
1775660066.8582313,7215056,0.029999999329447746
1775660086.0893137,7216952,0.019999999552965164
1775660115.812352,7219872,0.019999999552965164
1775660134.8229215,7221768,0.019999999552965164
1775660164.359626,7224688,0.019999999552965164
1775660183.61183,7226584,0.019999999552965164
1775660213.6457772,7229504,0.019999999552965164
1775660232.6281798,7231400,0.019999999552965164
1775660253.3406236,7233464,0.029999999329447746
1775660278.8467343,7235992,0.029999999329447746
1775660302.3703864,7238280,0.029999999329447746
1775660328.4959438,7240808,0.019999999552965164
1775660351.7243674,7243096,0.019999999552965164
1775660377.2600825,7245616,0.029999999329447746
1775660394.3722155,7247272,0.029999999329447746
1775660426.8536894,7250432,0.029999999329447746
1775660443.4625618,7252088,0.019999999552965164
1775660475.489183,7255248,0.019999999552965164
1775660492.1381385,7256904,0.019999999552965164
1775660524.6836472,7260064,0.019999999552965164
1775660541.5959086,7261720,0.019999999552965164
1775660573.3071098,7264880,0.019999999552965164
1775660590.0367444,7266536,0.019999999552965164
1775660622.2049,7269696,0.019999999552965164
1775660636.9955797,7271136,0.029999999329447746
1775660669.4585876,7274344,0.029999999329447746
1775660685.7953312,7275952,0.029999999329447746
1775660718.4524236,7279160,0.029999999329447746
1775660735.090598,7280768,0.029999999329447746
1775660756.2795038,7282840,0.03999999910593033
1775660769.6057103,7284152,0.05000000074505806
1775660801.2209399,7287296,0.05999999865889549
1775660818.1589057,7288968,0.05999999865889549
1775660832.7937336,7290400,0.05999999865889549
1775660866.8693063,7293776,0.05999999865889549
1775660881.499886,7295216,0.05999999865889549
1775660917.357887,7298592,0.05999999865889549
1775660933.307114,7300032,0.05999999865889549
1775660968.8049486,7303240,0.05999999865889549
1775660972.9367208,7303648,0.05999999865889549
1775661017.4990923,7308056,0.05999999865889549
1775661021.5969079,7308464,0.05999999865889549
1775661066.843989,7312872,0.05999999865889549
1775661070.920231,7313280,0.05999999865889549
1775661115.985704,7317688,0.05999999865889549
1775661120.1203754,7318096,0.05999999865889549
1775661165.283556,7322504,0.05999999865889549
1775661169.4853797,7322912,0.05999999865889549
1775661213.980609,7327320,0.05999999865889549
1775661218.0526195,7327728,0.05000000074505806
1775661262.4002411,7332136,0.05000000074505806
1775661266.5184648,7332544,0.05000000074505806
1775661311.4964762,7336952,0.05000000074505806
1775661315.5572987,7337360,0.05000000074505806
1775661359.7299328,7341768,0.03999999910593033
1775661363.855748,7342176,0.029999999329447746
1775661408.8341413,7346584,0.019999999552965164
1775661413.0390506,7346992,0.019999999552965164
1775661450.8249876,7350720,0.019999999552965164
1775661460.0142589,7351640,0.029999999329447746
1775661499.818329,7355536,0.029999999329447746
1775661509.2857244,7356456,0.029999999329447746
1775661548.7230837,7360352,0.029999999329447746
1775661557.855145,7361272,0.019999999552965164
1775661596.7929401,7365168,0.019999999552965164
1775661606.1735618,7366088,0.019999999552965164
1775661646.0924242,7369984,0.019999999552965164
1775661655.4099202,7370904,0.019999999552965164
1775661695.0835245,7374800,0.019999999552965164
1775661704.3304975,7375720,0.019999999552965164
1775661744.2846076,7379616,0.019999999552965164
1775661753.6629999,7380536,0.019999999552965164
1775661792.6740503,7384432,0.019999999552965164
1775661801.9503992,7385352,0.019999999552965164
1775661833.0567012,7388432,0.029999999329447746
